Price,Open,High,Low,Close,Volume,returns,volatility,rsi,ma_short,ma_long,ma_trend
2015-04-15,2097.820068359375,2111.909912109375,2097.820068359375,2106.6298828125,4013760000,0.005148195696902835,0.005434403394309811,66.71788727526062,2083.9389892578124,2083.085993652344,1
2015-04-16,2105.9599609375,2111.300048828125,2100.02001953125,2104.989990234375,3434120000,-0.0007784436134247175,0.005361199309409813,68.35261414823445,2084.213488769531,2084.185192871094,1
2015-04-17,2102.580078125,2102.580078125,2072.3701171875,2081.179931640625,3627600000,-0.011311245518606405,0.006378446024421258,56.631539384477506,2083.808984375,2084.978591308594,0
2015-04-20,2084.110107421875,2103.93994140625,2084.110107421875,2100.39990234375,3000160000,0.009235131672624686,0.006000620687308919,54.84927686002238,2083.423974609375,2085.7361889648437,0
2015-04-21,2102.820068359375,2109.639892578125,2094.3798828125,2097.2900390625,3243410000,-0.0014806053255762563,0.005419235571801954,61.24202519450404,2083.06748046875,2086.5725903320313,0
2015-04-22,2098.27001953125,2109.97998046875,2091.050048828125,2107.9599609375,3348480000,0.005087480356207541,0.005317431795581009,68.11529933481154,2083.890478515625,2087.796989746094,0
2015-04-23,2107.2099609375,2120.489990234375,2103.18994140625,2112.929931640625,3636670000,0.002357715893671175,0.005295067405574681,67.55518013608335,2086.48447265625,2088.6837866210935,0
2015-04-24,2112.800048828125,2120.919921875,2112.800048828125,2117.68994140625,3375780000,0.002252800575326619,0.0051016327709920446,65.18884269577501,2089.561474609375,2089.6669848632814,0
2015-04-27,2119.2900390625,2125.919921875,2107.0400390625,2108.919921875,3438750000,-0.004141314249916261,0.005234768314982698,62.88036681950813,2091.9564697265623,2090.0757836914063,1
2015-04-28,2108.35009765625,2116.0400390625,2094.889892578125,2114.760009765625,3546270000,0.0027692316953564777,0.005236802499374472,62.959496698382985,2093.382470703125,2090.4311840820315,1
2015-04-29,2112.489990234375,2113.64990234375,2097.409912109375,2106.85009765625,4074970000,-0.0037403355807980043,0.005294362517534515,56.24757874080895,2095.3304809570313,2090.5613842773437,1
2015-04-30,2105.52001953125,2105.52001953125,2077.590087890625,2085.510009765625,4509680000,-0.010128906614839228,0.005816975291007489,43.90959582982195,2096.621484375,2090.277985839844,1
2015-05-01,2087.3798828125,2108.409912109375,2087.3798828125,2108.2900390625,3379390000,0.010923001659165044,0.006433396590728984,55.32147742818058,2098.68798828125,2090.4947875976563,1
2015-05-04,2110.22998046875,2120.949951171875,2110.22998046875,2114.489990234375,3091580000,0.002940748690645867,0.006459672487227743,56.14253182633979,2100.381481933594,2090.5785864257814,1
2015-05-05,2112.6298828125,2115.239990234375,2088.4599609375,2089.4599609375,3793950000,-0.011837383677612334,0.007112449043806759,44.82988796424265,2101.037976074219,2090.1745874023436,1
2015-05-06,2091.260009765625,2098.419921875,2067.929931640625,2080.14990234375,3792210000,-0.004455724813014705,0.007188595710963304,42.850537623830554,2100.950476074219,2089.4679858398435,1
2015-05-07,2079.9599609375,2092.89990234375,2074.989990234375,2088.0,3676640000,0.0037738134388320965,0.006602307005725438,52.1615326880073,2100.7914794921876,2088.9507836914063,1
2015-05-08,2092.1298828125,2117.659912109375,2092.1298828125,2116.10009765625,3399440000,0.013457901176364917,0.007120310827734423,54.71080845876834,2101.4934814453127,2089.0579858398437,1
2015-05-11,2115.56005859375,2117.68994140625,2104.580078125,2105.330078125,2992670000,-0.005089560528435566,0.007263587444743126,52.30637565937467,2102.1384887695312,2089.0745874023437,1
2015-05-12,2102.8701171875,2105.06005859375,2085.570068359375,2099.1201171875,3139520000,-0.0029496376848567873,0.007172958337820497,47.39760172266576,2102.302490234375,2088.709191894531,1
2015-05-13,2099.6201171875,2110.18994140625,2096.0400390625,2098.47998046875,3374260000,-0.00030495478248648844,0.007132934892312738,45.634732738287525,2101.8949951171876,2088.523190917969,1
2015-05-14,2100.429931640625,2121.449951171875,2100.429931640625,2121.10009765625,3225740000,0.010779286625573148,0.007722610409885842,50.929853572027696,2102.7005004882812,2088.974592285156,1
2015-05-15,2122.070068359375,2123.889892578125,2116.81005859375,2122.72998046875,3092080000,0.0007684139066803652,0.007623956775603254,53.91818131441871,2104.7780029296873,2089.408391113281,1
2015-05-18,2121.300048828125,2131.780029296875,2120.010009765625,2129.199951171875,2888190000,0.003047948049283322,0.0076307180069302635,54.08230032301704,2106.2180053710936,2090.5671899414065,1
2015-05-19,2129.449951171875,2133.02001953125,2124.5,2127.830078125,3296030000,-0.0006433745436266181,0.007542302471191504,56.158977799183525,2107.745007324219,2091.535192871094,1
2015-05-20,2127.7900390625,2134.719970703125,2122.590087890625,2125.85009765625,3025880000,-0.0009305162517933008,0.006896148312793679,63.36116623243462,2108.639514160156,2093.168994140625,1
2015-05-21,2125.550048828125,2134.280029296875,2122.949951171875,2130.820068359375,3070460000,0.0023378744854138933,0.006342890789619729,58.46038472046249,2109.5340209960937,2094.980595703125,1
2015-05-22,2130.360107421875,2132.14990234375,2126.06005859375,2126.06005859375,2571860000,-0.002233886303356414,0.006357931852338139,54.392244455360206,2109.952526855469,2096.1827978515626,1
2015-05-26,2125.340087890625,2125.340087890625,2099.179931640625,2104.199951171875,3342130000,-0.010281980197837881,0.0061372412642833486,55.7336073435758,2109.7165283203126,2097.198798828125,1
2015-05-27,2105.1298828125,2126.219970703125,2105.1298828125,2123.47998046875,3127960000,0.009162641262365545,0.006363074515214686,65.64146945912313,2110.1525268554688,2098.044599609375,1
2015-05-28,2122.27001953125,2122.27001953125,2112.860107421875,2120.7900390625,2980350000,-0.0012667608976734135,0.006366661353153292,62.29471880366604,2110.8495239257813,2098.9747998046873,1
2015-05-29,2120.659912109375,2120.659912109375,2104.889892578125,2107.389892578125,3927390000,-0.0063184691730722164,0.00556505394562479,46.329458775985565,2111.9435180664063,2099.13259765625,1
2015-06-01,2108.639892578125,2119.14990234375,2102.5400390625,2111.72998046875,3011710000,0.002059461282371222,0.005415798601347148,52.85149264446737,2112.115515136719,2099.581796875,1
2015-06-02,2110.409912109375,2117.590087890625,2099.139892578125,2109.60009765625,3049350000,-0.0010085961899480855,0.0053526025255454385,54.8455554000298,2111.8710205078123,2099.611796875,1
2015-06-03,2110.639892578125,2121.919921875,2109.610107421875,2114.070068359375,3099980000,0.0021188711112078984,0.005368300251935857,56.961727234867396,2113.101525878906,2099.8047998046877,1
2015-06-04,2112.35009765625,2112.889892578125,2093.22998046875,2095.840087890625,3200050000,-0.008623167576889856,0.0050150473072719075,38.25987695366132,2113.88603515625,2099.8916015625,1
2015-06-05,2095.090087890625,2100.989990234375,2085.669921875,2092.830078125,3243690000,-0.0014361829335245435,0.004995106368659371,36.27940846963926,2114.1275390625,2100.5272021484375,1
2015-06-08,2092.340087890625,2093.010009765625,2079.110107421875,2079.280029296875,2917150000,-0.006474509789282434,0.005049368711471427,28.490216705238794,2112.2865356445313,2100.9898046875,1
2015-06-09,2079.070068359375,2085.6201171875,2072.139892578125,2080.14990234375,3034580000,0.00041835300422188304,0.005074069915123953,29.366384082898747,2111.0275268554688,2101.37240234375,1
2015-06-10,2081.1201171875,2108.5,2081.1201171875,2105.199951171875,3414320000,0.012042424827124476,0.006254162845428916,42.55099542577944,2111.3315185546876,2101.7516015625,1
2015-06-11,2106.239990234375,2115.02001953125,2106.239990234375,2108.860107421875,3128600000,0.0017386264178671507,0.006233946157803891,42.00294461771536,2111.8505249023438,2102.571005859375,1
2015-06-12,2107.429931640625,2107.429931640625,2091.330078125,2094.110107421875,2719400000,-0.0069942998817651425,0.006448897619717925,39.15408726324008,2110.501025390625,2103.2594091796873,1
2015-06-15,2091.340087890625,2091.340087890625,2072.489990234375,2084.429931640625,3061570000,-0.004622572493653387,0.005987332419718253,42.68375098479975,2108.5860229492187,2103.60880859375,1
2015-06-16,2084.260009765625,2097.39990234375,2082.10009765625,2096.2900390625,2919900000,0.0056898566086796,0.0056091866003496514,39.35317961072235,2106.94052734375,2103.92220703125,1
2015-06-17,2097.39990234375,2106.7900390625,2088.860107421875,2100.43994140625,3222240000,0.0019796413026920145,0.005659976802822806,42.12155009451796,2105.5710205078126,2104.404404296875,1
2015-06-18,2101.580078125,2126.64990234375,2101.580078125,2121.239990234375,3520360000,0.009902710578908236,0.0060615991816667285,55.07142729434482,2105.3405151367188,2105.1912060546874,1
2015-06-19,2121.06005859375,2121.639892578125,2109.449951171875,2109.989990234375,4449810000,-0.0053035017498218595,0.006231525924518863,49.39356345077458,2104.2990112304688,2105.5674072265624,0
2015-06-22,2112.5,2129.8701171875,2112.5,2122.85009765625,3030020000,0.006094866554531064,0.006432618861862365,54.29663502036215,2104.1385131835937,2105.9832080078127,0
2015-06-23,2123.159912109375,2128.030029296875,2119.889892578125,2124.199951171875,3091190000,0.0006358685039113965,0.006415503444687082,53.352704659461146,2105.1385131835937,2106.6186083984376,0
2015-06-24,2123.64990234375,2125.10009765625,2108.580078125,2108.580078125,3102480000,-0.00735329696164333,0.006286394910504589,54.29070882249919,2104.393518066406,2106.873408203125,0
2015-06-25,2109.9599609375,2116.0400390625,2101.780029296875,2102.31005859375,3214610000,-0.0029735743006855664,0.006335141251189838,53.12416525329634,2103.469519042969,2106.78701171875,0
2015-06-26,2102.6201171875,2108.919921875,2095.3798828125,2101.489990234375,5025470000,-0.0003900796440671206,0.006033084794085248,57.989755912482615,2103.174523925781,2106.71701171875,0
2015-06-29,2098.6298828125,2098.6298828125,2056.639892578125,2057.639892578125,3678960000,-0.02086619391956246,0.008362350560933556,43.814927463705025,2100.47001953125,2106.2462109375,0
2015-06-30,2061.18994140625,2074.280029296875,2056.320068359375,2063.110107421875,4078540000,0.0026584898861461426,0.007599926462386849,37.04055614355816,2098.1455200195314,2105.5004150390623,0
2015-07-01,2067.0,2082.780029296875,2067.0,2077.419921875,3727260000,0.006936040108400654,0.007887310236737596,40.91535653869434,2096.3130126953124,2105.1030126953124,0
2015-07-02,2078.030029296875,2085.06005859375,2071.02001953125,2076.780029296875,2996540000,-0.0003080227407983305,0.007699442507902576,44.54789562780923,2095.360009765625,2104.4794140625,0
2015-07-06,2073.949951171875,2078.610107421875,2058.39990234375,2068.760009765625,3486360000,-0.003861756863082544,0.007671239100311001,45.01814715808363,2094.1565063476564,2103.596015625,0
2015-07-07,2069.52001953125,2083.739990234375,2044.02001953125,2081.340087890625,4458660000,0.00608097510857486,0.007696231268149524,45.26870305210569,2094.2595092773436,2102.8690185546875,0
2015-07-08,2077.659912109375,2077.659912109375,2044.6600341796875,2046.6800537109373,3608780000,-0.016652749054007154,0.008773205573117724,35.740092073982936,2092.586016845703,2101.6242211914064,0
2015-07-09,2049.72998046875,2074.280029296875,2049.72998046875,2051.31005859375,3446810000,0.0022622025726091177,0.008207681516240186,29.710468305509323,2089.891522216797,2100.355222167969,0
2015-07-10,2052.739990234375,2081.31005859375,2052.739990234375,2076.6201171875,3065070000,0.012338485100151564,0.009033740885349717,41.04838012506322,2088.2795227050783,2099.750622558594,0
2015-07-13,2080.030029296875,2100.669921875,2080.030029296875,2099.60009765625,3096730000,0.011066049239604414,0.009427418015649057,44.084270814568185,2088.554022216797,2100.0324243164064,0
2015-07-14,2099.719970703125,2111.97998046875,2098.179931640625,2108.949951171875,3002120000,0.004453159211633695,0.009525119146499691,46.271576140092854,2089.7800231933593,2100.0456225585935,0
2015-07-15,2109.010009765625,2114.139892578125,2102.489990234375,2107.39990234375,3261810000,-0.000734986066058041,0.009319347026027396,49.690145286862396,2090.335516357422,2099.9038208007814,0
2015-07-16,2110.550048828125,2124.419921875,2110.550048828125,2124.2900390625,3227080000,0.008014680412562258,0.009510354301041943,55.466016953577395,2091.5280212402345,2100.6004223632813,0
2015-07-17,2126.800048828125,2128.909912109375,2119.8798828125,2126.639892578125,3362750000,0.001106182994042637,0.009504533302254892,56.207091029381445,2091.798016357422,2101.5302221679685,0
2015-07-20,2126.85009765625,2132.820068359375,2123.659912109375,2128.280029296875,3245870000,0.00077123387202227,0.00716567773365115,72.02272128746853,2092.712518310547,2102.335822753906,0
2015-07-21,2127.550048828125,2128.489990234375,2115.39990234375,2119.2099609375,3343690000,-0.0042616893616069795,0.0073846242556019175,67.10570197510052,2092.5305114746093,2102.398020019531,0
2015-07-22,2118.2099609375,2118.510009765625,2110.0,2114.14990234375,3694070000,-0.0023877098952062026,0.007319890305909951,61.869038696698325,2092.028009033203,2102.5744165039064,0
2015-07-23,2114.159912109375,2116.8701171875,2098.6298828125,2102.14990234375,3772810000,-0.005676040278268291,0.0075464240837517915,57.63737200612663,2091.7065002441404,2102.635012207031,0
2015-07-24,2102.239990234375,2106.010009765625,2077.090087890625,2079.64990234375,3870040000,-0.01070332804283558,0.008080699394433986,53.0154161078181,2090.5734924316407,2102.258410644531,0
2015-07-27,2078.18994140625,2078.18994140625,2063.52001953125,2067.639892578125,3836750000,-0.005775015185050969,0.00806138305933498,46.194395352653885,2088.880987548828,2101.189206542969,0
2015-07-28,2070.75,2095.60009765625,2069.090087890625,2093.25,4117740000,0.012386154626733425,0.007265947743654599,63.6209007979721,2090.661492919922,2100.599606933594,0
2015-07-29,2094.699951171875,2110.60009765625,2094.080078125,2108.570068359375,4038900000,0.007318795346650031,0.007423610232781829,65.76191634666176,2092.934490966797,2100.187009277344,0
2015-07-30,2106.780029296875,2110.47998046875,2094.969970703125,2108.6298828125,3579410000,2.836730636679441e-05,0.006807580231275411,60.233946429296225,2094.494989013672,2099.8030053710936,0
2015-07-31,2111.60009765625,2114.239990234375,2102.070068359375,2103.840087890625,3681340000,-0.002271519985995063,0.00621531413192693,51.53400569190572,2095.8479919433594,2099.3628051757814,0
2015-08-03,2104.489990234375,2105.699951171875,2087.31005859375,2098.0400390625,3476770000,-0.002756886733696673,0.006130532888289117,45.94879307812673,2097.3119934082033,2098.707204589844,0
2015-08-04,2097.679931640625,2102.510009765625,2088.60009765625,2093.320068359375,3546710000,-0.002249704779339723,0.006151124844232369,44.891950732580945,2097.910992431641,2098.0524047851563,0
2015-08-05,2095.27001953125,2112.659912109375,2095.27001953125,2099.840087890625,3968680000,0.0031146787487494887,0.005758632063405724,40.40801861944122,2100.568994140625,2097.9652075195313,1
2015-08-06,2100.75,2103.320068359375,2075.530029296875,2083.56005859375,4246570000,-0.00775298528243118,0.006012872916006544,34.764536956930925,2102.181494140625,2097.1668090820312,1
2015-08-07,2082.610107421875,2082.610107421875,2067.909912109375,2077.570068359375,3602320000,-0.0028748824444340126,0.005988457435570164,32.60139719555711,2102.2289916992186,2096.3024096679687,1
2015-08-10,2080.97998046875,2105.35009765625,2080.97998046875,2104.179931640625,3514460000,0.012808166466444781,0.007068149021356245,45.39717952667128,2102.4579833984376,2096.238210449219,1
2015-08-11,2102.659912109375,2102.659912109375,2076.489990234375,2084.070068359375,3708880000,-0.00955710249815489,0.007465164421485468,41.56575122844152,2101.2139892578125,2095.6850122070314,1
2015-08-12,2081.10009765625,2089.06005859375,2052.090087890625,2086.050048828125,4269130000,0.0009500546545004873,0.007354943325279713,45.21690565818773,2100.1464965820314,2095.2140112304687,1
2015-08-13,2086.18994140625,2092.929931640625,2078.260009765625,2083.389892578125,3221300000,-0.0012752120935421996,0.006758657010492914,51.259597658903026,2098.1014892578123,2094.6004077148436,1
2015-08-14,2083.14990234375,2092.449951171875,2080.610107421875,2091.5400390625,2795590000,0.003911964108786803,0.006599454985058997,58.264236063625205,2096.3464965820312,2094.514406738281,1
2015-08-17,2089.699951171875,2102.8701171875,2079.300048828125,2102.43994140625,2867690000,0.00521142418513576,0.005872528054048369,53.53759576563639,2095.0544921875,2094.7066040039062,1
2015-08-18,2101.989990234375,2103.469970703125,2094.139892578125,2096.919921875,2949990000,-0.002625530186397551,0.005554851539601955,45.149394068149796,2093.939990234375,2095.059401855469,0
2015-08-19,2095.68994140625,2096.169921875,2070.530029296875,2079.610107421875,3512920000,-0.008254876246131082,0.0059359157590738384,39.43502985549549,2092.213000488281,2095.048605957031,0
2015-08-20,2076.610107421875,2076.610107421875,2035.72998046875,2035.72998046875,3922470000,-0.021100170073477753,0.00801992346212579,30.697689221857672,2088.8920043945313,2093.6592065429686,0
2015-08-21,2034.0799560546875,2034.0799560546875,1970.8900146484375,1970.8900146484373,5018240000,-0.03185096571863755,0.01125814154729172,23.00078435682478,2083.4540100097656,2090.8998046875,0
2015-08-24,1965.1500244140625,1965.1500244140625,1867.010009765625,1893.2099609375,6612690000,-0.039413692866465566,0.014598910673015433,17.55987553519313,2074.7325134277344,2086.8818017578124,0
2015-08-25,1898.0799560546875,1948.0400390625,1867.0799560546875,1867.6099853515625,5183560000,-0.01352199497897244,0.01438332611668034,14.546092917489304,2063.4505126953127,2082.5454028320314,0
2015-08-26,1872.75,1943.0899658203125,1872.75,1940.510009765625,5338250000,0.03903385877450183,0.019150354067965388,31.379989525840926,2055.047509765625,2079.429802246094,0
2015-08-27,1942.77001953125,1989.5999755859375,1942.77001953125,1987.6600341796875,5006390000,0.024297748621125326,0.02068644573350678,39.429559626575966,2048.9990173339843,2077.1742041015623,0
2015-08-28,1986.06005859375,1993.47998046875,1975.18994140625,1988.8699951171875,3949080000,0.0006087363616984476,0.020223066401407294,35.58229359330065,2043.2505126953124,2074.5268041992185,0
2015-08-31,1986.72998046875,1986.72998046875,1965.97998046875,1972.1800537109373,3915100000,-0.008391670369217286,0.020200052945045587,35.88922384211497,2036.9575134277343,2071.77060546875,0
2015-09-01,1970.0899658203125,1970.0899658203125,1903.0699462890625,1913.8499755859373,4371850000,-0.029576446640986798,0.02127340004621739,30.98582208991337,2027.9840087890625,2067.5906030273436,0
2015-09-02,1916.52001953125,1948.9100341796875,1916.52001953125,1948.8599853515625,3742620000,0.01829297500443139,0.022223996150699657,36.135798272643726,2020.4350036621095,2064.0838037109374,0
2015-09-03,1950.7900390625,1975.010009765625,1944.719970703125,1951.1300048828125,3520700000,0.0011647935451044589,0.022155775672677732,35.3522858293328,2013.8135009765624,2060.9348022460936,0
2015-09-04,1947.760009765625,1947.760009765625,1911.2099609375,1921.219970703125,3167090000,-0.015329595723932221,0.022127388082402725,31.81617971648727,2005.99599609375,2057.3130004882814,0
2015-09-08,1927.300048828125,1970.4200439453125,1927.300048828125,1969.4100341796875,3548650000,0.02508305358648033,0.023657104991769696,38.214700831094326,1999.257501220703,2054.6714013671876,0
2015-09-09,1971.449951171875,1988.6300048828125,1937.8800048828125,1942.0400390625,3652120000,-0.01389756050907287,0.023779048364002593,37.51701358428371,1992.1559997558593,2052.359404296875,0
2015-09-10,1941.5899658203125,1965.2900390625,1937.18994140625,1952.2900390625,3626320000,0.005277955033794246,0.02341455167970131,41.93661405266246,1985.467999267578,2050.1430029296876,0
2015-09-11,1951.449951171875,1961.050048828125,1939.18994140625,1961.050048828125,3218590000,0.004487043210972708,0.02190343792443268,48.93349933251924,1979.351007080078,2047.81560546875,0
2015-09-14,1963.06005859375,1963.06005859375,1948.27001953125,1953.030029296875,3000200000,-0.004089655710746709,0.01885278464318411,57.63673141175883,1972.4255065917969,2045.34060546875,0
2015-09-15,1955.0999755859375,1983.18994140625,1954.300048828125,1978.0899658203125,3239860000,0.01283131142251781,0.018453388262445105,64.12353591822364,1966.2080078125,2043.5272045898437,0
2015-09-16,1978.02001953125,1997.260009765625,1977.9300537109375,1995.31005859375,3630680000,0.008705414349693852,0.015621381657365652,58.168378624460765,1961.1275146484375,2041.8066040039062,0
2015-09-17,1995.3299560546875,2020.8599853515625,1986.72998046875,1990.199951171875,4183790000,-0.002561059320011938,0.014277635759316568,50.4328416270202,1956.6570068359374,2040.677001953125,0
2015-09-18,1989.6600341796875,1989.6600341796875,1953.449951171875,1958.030029296875,6021240000,-0.016164165744279924,0.014928338500165325,45.24603156980821,1952.7720092773438,2038.8114013671875,0
2015-09-21,1960.8399658203125,1979.6400146484375,1955.800048828125,1966.969970703125,3269350000,0.004565783605198437,0.014837005815454095,49.177208674500385,1952.5760070800782,2036.6183984375,0
2015-09-22,1961.3900146484375,1961.3900146484375,1929.219970703125,1942.739990234375,3808260000,-0.012318429274285614,0.012771556345378994,55.11309354830768,1955.052508544922,2033.4811962890626,0
2015-09-23,1943.239990234375,1949.52001953125,1932.5699462890625,1938.760009765625,3190530000,-0.002048642890328245,0.01179017476256256,47.991893695770884,1958.610009765625,2030.0773974609374,0
2015-09-24,1934.81005859375,1937.1700439453125,1908.9200439453125,1932.239990234375,4091530000,-0.003362984329369434,0.011808791188553566,46.30665016341749,1958.1965087890626,2026.57419921875,0
2015-09-25,1935.9300537109375,1952.8900146484375,1921.5,1931.3399658203125,3721870000,-0.00046579328582951884,0.011027899384276101,52.23182581512537,1955.3805053710937,2022.7151977539063,0
2015-09-28,1929.1800537109375,1929.1800537109375,1879.2099609375,1881.77001953125,4326660000,-0.02566609046896018,0.010635286480480196,30.7891223084724,1950.0255065917968,2017.8178002929687,0
2015-09-29,1881.9000244140625,1899.47998046875,1871.9100341796875,1884.0899658203125,4132390000,0.001232853252514099,0.010224706636873547,35.73009255223535,1945.6210021972656,2012.9339990234375,0
2015-09-30,1887.1400146484375,1920.530029296875,1887.1400146484375,1920.030029296875,4525070000,0.019075555906861608,0.011568524183749778,42.948323174148456,1945.9300048828125,2008.950400390625,0
2015-10-01,1919.6500244140625,1927.2099609375,1900.699951171875,1923.8199462890625,3983600000,0.001973884228037459,0.01149396606256039,41.6811637844269,1944.6780029296874,2005.1438012695312,0
2015-10-02,1921.77001953125,1951.3599853515625,1893.699951171875,1951.3599853515625,4378570000,0.014315289284541954,0.012183050934291772,49.656779046587836,1944.689501953125,2002.1280029296875,0
2015-10-05,1954.3299560546875,1989.1700439453125,1954.3299560546875,1987.050048828125,4334490000,0.018289840800508328,0.012701323075737618,51.76435126360924,1947.981005859375,2000.276005859375,0
2015-10-06,1986.6300048828125,1991.6199951171875,1971.989990234375,1979.9200439453125,4202400000,-0.0035882361830883447,0.012506268023470973,46.844109128866485,1948.5065063476563,1998.5216088867187,0
2015-10-07,1982.3399658203125,1999.31005859375,1976.43994140625,1995.8299560546875,4666470000,0.008035633639867479,0.012689957996672949,51.105527662281574,1951.1960021972657,1996.5732080078126,0
2015-10-08,1994.010009765625,2016.5,1987.530029296875,2013.4300537109373,3939140000,0.008818435459823082,0.01193421515071477,61.53879010724756,1954.2530029296875,1994.6704077148438,0
2015-10-09,2013.72998046875,2020.1300048828125,2007.6099853515625,2014.8900146484373,3706900000,0.000725111326717931,0.01191634339509039,60.30184302168427,1956.945001220703,1992.7956103515626,0
2015-10-12,2015.6500244140625,2018.6600341796875,2010.550048828125,2017.4599609375,2893250000,0.0012754772073806375,0.011211574036310795,67.71287653600763,1960.1664978027343,1991.0680078125,0
2015-10-13,2015.0,2022.3399658203125,2001.780029296875,2003.68994140625,3401920000,-0.006825423947869114,0.011439470574686915,64.70933422416121,1961.4464965820312,1989.181005859375,0
2015-10-14,2003.6600341796875,2009.56005859375,1990.72998046875,1994.239990234375,3644590000,-0.0047162741982138545,0.011497635341340738,63.86156988479623,1961.3929931640625,1987.199404296875,0
2015-10-15,1996.469970703125,2024.1500244140625,1996.469970703125,2023.8599853515625,3746290000,0.01485277361914017,0.011932795512500961,68.33096957818097,1963.075994873047,1985.6798022460937,0
2015-10-16,2024.3699951171875,2033.5400390625,2020.4599609375,2033.1099853515625,3595430000,0.004570474275370051,0.008509998193493394,85.68666880441397,1966.8299926757813,1984.67080078125,0
2015-10-19,2031.72998046875,2034.449951171875,2022.31005859375,2033.6600341796875,3287320000,0.00027054553471672627,0.008551543926367242,85.56618977180105,1970.1644958496095,1983.7926000976563,0
2015-10-20,2033.1300048828125,2039.1199951171875,2026.6099853515625,2030.77001953125,3331500000,-0.0014210903493528937,0.007768216745884222,81.2436543677925,1974.5659973144532,1982.3244018554688,0
2015-10-21,2033.469970703125,2037.969970703125,2017.219970703125,2018.93994140625,3627790000,-0.005825414995899281,0.008195770257761708,75.6720089137753,1978.5749938964843,1981.0217993164063,0
